PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30319350","Sex Hormones Regulate SHANK Expression","Berkel S, Eltokhi A, Fröhlich H, Porras-Gonzalez D, Rafiullah R, Sprengel R, Rappold GA.","Front Mol Neurosci. 2018 Sep 25;11:337. doi: 10.3389/fnmol.2018.00337. eCollection 2018.","Berkel S","Front Mol Neurosci","2018","2018/10/16","PMC6167484","","10.3389/fnmol.2018.00337"
"26975830","[Research advances in candidate genes for autism spectrum disorder]","Yang ZL, Sun GL.","Zhongguo Dang Dai Er Ke Za Zhi. 2016 Mar;18(3):282-7. doi: 10.7499/j.issn.1008-8830.2016.03.018.","Yang ZL","Zhongguo Dang Dai Er Ke Za Zhi","2016","2016/03/16","PMC7390002","","10.7499/j.issn.1008-8830.2016.03.018"
"28551752","Behavioural Phenotypes and Neural Circuit Dysfunctions in Mouse Models of Autism Spectrum Disorder","Ferhat AT, Halbedl S, Schmeisser MJ, Kas MJ, Bourgeron T, Ey E.","Adv Anat Embryol Cell Biol. 2017;224:85-101. doi: 10.1007/978-3-319-52498-6_5.","Ferhat AT","Adv Anat Embryol Cell Biol","2017","2017/05/29","","","10.1007/978-3-319-52498-6_5"
"31990460","Multiplex ligation-dependent probe amplification as a screening test in children with autism spectrum disorders","Łaczmańska I, Stembalska A, Złocińska M, Kozłowska J, Skiba P, Pesz K, Ślęzak R, Śmigiel R, Jakubiak A, Misiak B, Sąsiadek MM.","Adv Clin Exp Med. 2020 Jan;29(1):101-106. doi: 10.17219/acem/112609.","Łaczmańska I","Adv Clin Exp Med","2020","2020/01/29","","","10.17219/acem/112609"
"24726578","Ultrasonic vocalizations in Shank mouse models for autism spectrum disorders: detailed spectrographic analyses and developmental profiles","Wöhr M.","Neurosci Biobehav Rev. 2014 Jun;43:199-212. doi: 10.1016/j.neubiorev.2014.03.021. Epub 2014 Apr 12.","Wöhr M","Neurosci Biobehav Rev","2014","2014/04/15","","","10.1016/j.neubiorev.2014.03.021"
"33468258","Major motor and gait deficits with sexual dimorphism in a Shank3 mutant mouse model","Matas E, Maisterrena A, Thabault M, Balado E, Francheteau M, Balbous A, Galvan L, Jaber M.","Mol Autism. 2021 Jan 19;12(1):2. doi: 10.1186/s13229-020-00412-8.","Matas E","Mol Autism","2021","2021/01/20","PMC7814442","","10.1186/s13229-020-00412-8"
"30329048","CRISPR/Cas9-mediated disruption of SHANK3 in monkey leads to drug-treatable autism-like symptoms","Tu Z, Zhao H, Li B, Yan S, Wang L, Tang Y, Li Z, Bai D, Li C, Lin Y, Li Y, Liu J, Xu H, Guo X, Jiang YH, Zhang YQ, Li XJ.","Hum Mol Genet. 2019 Feb 15;28(4):561-571. doi: 10.1093/hmg/ddy367.","Tu Z","Hum Mol Genet","2019","2018/10/18","PMC6489410","","10.1093/hmg/ddy367"
"33987518","A mini-review: Bridging the gap between autism spectrum disorder and pain comorbidities","Brown CO, Uy J, Singh KK.","Can J Pain. 2020 Dec 30;4(4):37-44. doi: 10.1080/24740527.2020.1775486.","Brown CO","Can J Pain","2020","2021/05/14","PMC7942773","","10.1080/24740527.2020.1775486"
"28963042","Behavioral phenotypes and neurobiological mechanisms in the Shank1 mouse model for autism spectrum disorder: A translational perspective","Sungur AÖ, Schwarting RKW, Wöhr M.","Behav Brain Res. 2018 Oct 15;352:46-61. doi: 10.1016/j.bbr.2017.09.038. Epub 2017 Sep 28.","Sungur AÖ","Behav Brain Res","2018","2017/10/01","","","10.1016/j.bbr.2017.09.038"
"33402706","Developmental impaired Akt signaling in the Shank1 and Shank3 double knock-out mice","Mossa A, Pagano J, Ponzoni L, Tozzi A, Vezzoli E, Sciaccaluga M, Costa C, Beretta S, Francolini M, Sala M, Calabresi P, Boeckers TM, Sala C, Verpelli C.","Mol Psychiatry. 2021 Jun;26(6):1928-1944. doi: 10.1038/s41380-020-00979-x. Epub 2021 Jan 5.","Mossa A","Mol Psychiatry","2021","2021/01/06","PMC8440179","","10.1038/s41380-020-00979-x"
"26572867","Post-transcriptional regulation of SHANK3 expression by microRNAs related to multiple neuropsychiatric disorders","Choi SY, Pang K, Kim JY, Ryu JR, Kang H, Liu Z, Kim WK, Sun W, Kim H, Han K.","Mol Brain. 2015 Nov 16;8(1):74. doi: 10.1186/s13041-015-0165-3.","Choi SY","Mol Brain","2015","2015/11/18","PMC4647645","","10.1186/s13041-015-0165-3"
"34478569","Criss-crossing autism spectrum disorder and adult neurogenesis","Bicker F, Nardi L, Maier J, Vasic V, Schmeisser MJ.","J Neurochem. 2021 Nov;159(3):452-478. doi: 10.1111/jnc.15501. Epub 2021 Sep 20.","Bicker F","J Neurochem","2021","2021/09/03","","","10.1111/jnc.15501"
"31602784","Diminished social interaction incentive contributes to social deficits in mouse models of autism spectrum disorder","Rein B, Yan Z, Wang ZJ.","Genes Brain Behav. 2020 Jan;19(1):e12610. doi: 10.1111/gbb.12610. Epub 2019 Nov 6.","Rein B","Genes Brain Behav","2020","2019/10/12","","","10.1111/gbb.12610"
"28414301","Striatopallidal dysfunction underlies repetitive behavior in Shank3-deficient model of autism","Wang W, Li C, Chen Q, van der Goes MS, Hawrot J, Yao AY, Gao X, Lu C, Zang Y, Zhang Q, Lyman K, Wang D, Guo B, Wu S, Gerfen CR, Fu Z, Feng G.","J Clin Invest. 2017 May 1;127(5):1978-1990. doi: 10.1172/JCI87997. Epub 2017 Apr 17.","Wang W","J Clin Invest","2017","2017/04/18","PMC5409790","","10.1172/JCI87997"
"29423971","Two de novo novel mutations in one SHANK3 allele in a patient with autism and moderate intellectual disability","Zhu W, Li J, Chen S, Zhang J, Vetrini F, Braxton A, Eng CM, Yang Y, Xia F, Keller KL, Okinaka-Hu L, Lee C, Holder JL Jr, Bi W.","Am J Med Genet A. 2018 Apr;176(4):973-979. doi: 10.1002/ajmg.a.38622. Epub 2018 Feb 9.","Zhu W","Am J Med Genet A","2018","2018/02/10","PMC5956516","NIHMS966078","10.1002/ajmg.a.38622"
"31465867","A longitudinal perspective on the pharmacotherapy of 24 adult patients with Phelan McDermid syndrome","Verhoeven WMA, Egger JIM, de Leeuw N.","Eur J Med Genet. 2020 Mar;63(3):103751. doi: 10.1016/j.ejmg.2019.103751. Epub 2019 Aug 27.","Verhoeven WMA","Eur J Med Genet","2020","2019/08/30","","","10.1016/j.ejmg.2019.103751"
"32015180","Subacute Neuropsychiatric Syndrome in Girls With SHANK3 Mutations Responds to Immunomodulation","Bey AL, Gorman MP, Gallentine W, Kohlenberg TM, Frankovich J, Jiang YH, Van Haren K.","Pediatrics. 2020 Feb;145(2):e20191490. doi: 10.1542/peds.2019-1490.","Bey AL","Pediatrics","2020","2020/02/05","PMC7802010","NIHMS1637784","10.1542/peds.2019-1490"
"32581705","Ex vivo Quantitative Proteomic Analysis of Serotonin Transporter Interactome: Network Impact of the SERT Ala56 Coding Variant","Quinlan MA, Robson MJ, Ye R, Rose KL, Schey KL, Blakely RD.","Front Mol Neurosci. 2020 Jun 8;13:89. doi: 10.3389/fnmol.2020.00089. eCollection 2020.","Quinlan MA","Front Mol Neurosci","2020","2020/06/26","PMC7295033","","10.3389/fnmol.2020.00089"
"23897824","SHANK3 gene mutations associated with autism facilitate ligand binding to the Shank3 ankyrin repeat region","Mameza MG, Dvoretskova E, Bamann M, Hönck HH, Güler T, Boeckers TM, Schoen M, Verpelli C, Sala C, Barsukov I, Dityatev A, Kreienkamp HJ.","J Biol Chem. 2013 Sep 13;288(37):26697-708. doi: 10.1074/jbc.M112.424747. Epub 2013 Jul 29.","Mameza MG","J Biol Chem","2013","2013/07/31","PMC3772216","","10.1074/jbc.M112.424747"
"24116704","The genetic landscape of autism spectrum disorders","Rosti RO, Sadek AA, Vaux KK, Gleeson JG.","Dev Med Child Neurol. 2014 Jan;56(1):12-8. doi: 10.1111/dmcn.12278. Epub 2013 Oct 1.","Rosti RO","Dev Med Child Neurol","2014","2013/10/15","","","10.1111/dmcn.12278"
"27329942","Activity and circadian rhythm influence synaptic Shank3 protein levels in mice","Sarowar T, Chhabra R, Vilella A, Boeckers TM, Zoli M, Grabrucker AM.","J Neurochem. 2016 Sep;138(6):887-95. doi: 10.1111/jnc.13709. Epub 2016 Jul 15.","Sarowar T","J Neurochem","2016","2016/06/23","","","10.1111/jnc.13709"
"30304570","Application of Human-Induced Pluripotent Stem Cells (hiPSCs) to Study Synaptopathy of Neurodevelopmental Disorders","Shen X, Yeung HT, Lai KO.","Dev Neurobiol. 2019 Jan;79(1):20-35. doi: 10.1002/dneu.22644. Epub 2018 Oct 21.","Shen X","Dev Neurobiol","2019","2018/10/11","","","10.1002/dneu.22644"
"33945465","Autism-associated SHANK3 missense point mutations impact conformational fluctuations and protein turnover at synapses","Bucher M, Niebling S, Han Y, Molodenskiy D, Hassani Nia F, Kreienkamp HJ, Svergun D, Kim E, Kostyukova AS, Kreutz MR, Mikhaylova M.","Elife. 2021 May 4;10:e66165. doi: 10.7554/eLife.66165.","Bucher M","Elife","2021","2021/05/04","PMC8169116","","10.7554/eLife.66165"
"25947967","Lithium as a rescue therapy for regression and catatonia features in two SHANK3 patients with autism spectrum disorder: case reports","Serret S, Thümmler S, Dor E, Vesperini S, Santos A, Askenazy F.","BMC Psychiatry. 2015 May 7;15:107. doi: 10.1186/s12888-015-0490-1.","Serret S","BMC Psychiatry","2015","2015/05/08","PMC4428105","","10.1186/s12888-015-0490-1"
"28139198","Oxytocin improves behavioral and electrophysiological deficits in a novel Shank3-deficient rat","Harony-Nicolas H, Kay M, du Hoffmann J, Klein ME, Bozdagi-Gunal O, Riad M, Daskalakis NP, Sonar S, Castillo PE, Hof PR, Shapiro ML, Baxter MG, Wagner S, Buxbaum JD.","Elife. 2017 Jan 31;6:e18904. doi: 10.7554/eLife.18904.","Harony-Nicolas H","Elife","2017","2017/02/01","PMC5283828","","10.7554/eLife.18904"
"32581718","A Whole-Brain Cell-Type-Specific Sparse Neuron Labeling Method and Its Application in a Shank3 Autistic Mouse Model","Chen D, Ren K, Liu H, Mao H, Li Z, Mo H, Xie S, Shi Y, Chen Q, Wang W.","Front Cell Neurosci. 2020 Jun 5;14:145. doi: 10.3389/fncel.2020.00145. eCollection 2020.","Chen D","Front Cell Neurosci","2020","2020/06/26","PMC7291601","","10.3389/fncel.2020.00145"
"32464501","The role of nitric oxide in brain disorders: Autism spectrum disorder and other psychiatric, neurological, and neurodegenerative disorders","Tripathi MK, Kartawy M, Amal H.","Redox Biol. 2020 Jul;34:101567. doi: 10.1016/j.redox.2020.101567. Epub 2020 May 15.","Tripathi MK","Redox Biol","2020","2020/05/29","PMC7256645","","10.1016/j.redox.2020.101567"
"30524232","Shank and Zinc Mediate an AMPA Receptor Subunit Switch in Developing Neurons","Ha HTT, Leal-Ortiz S, Lalwani K, Kiyonaka S, Hamachi I, Mysore SP, Montgomery JM, Garner CC, Huguenard JR, Kim SA.","Front Mol Neurosci. 2018 Nov 9;11:405. doi: 10.3389/fnmol.2018.00405. eCollection 2018.","Ha HTT","Front Mol Neurosci","2018","2018/12/08","PMC6256285","","10.3389/fnmol.2018.00405"
"30797034","Home-cage hypoactivity in mouse genetic models of autism spectrum disorder","Angelakos CC, Tudor JC, Ferri SL, Jongens TA, Abel T.","Neurobiol Learn Mem. 2019 Nov;165:107000. doi: 10.1016/j.nlm.2019.02.010. Epub 2019 Feb 20.","Angelakos CC","Neurobiol Learn Mem","2019","2019/02/24","PMC6913530","NIHMS1056957","10.1016/j.nlm.2019.02.010"
"30971895","Altered Behaviors and Impaired Synaptic Function in a Novel Rat Model With a Complete Shank3 Deletion","Song TJ, Lan XY, Wei MP, Zhai FJ, Boeckers TM, Wang JN, Yuan S, Jin MY, Xie YF, Dang WW, Zhang C, Schön M, Song PW, Qiu MH, Song YY, Han SP, Han JS, Zhang R.","Front Cell Neurosci. 2019 Mar 26;13:111. doi: 10.3389/fncel.2019.00111. eCollection 2019.","Song TJ","Front Cell Neurosci","2019","2019/04/12","PMC6444209","","10.3389/fncel.2019.00111"
"31275112","Shank3 Mice Carrying the Human Q321R Mutation Display Enhanced Self-Grooming, Abnormal Electroencephalogram Patterns, and Suppressed Neuronal Excitability and Seizure Susceptibility","Yoo YE, Yoo T, Lee S, Lee J, Kim D, Han HM, Bae YC, Kim E.","Front Mol Neurosci. 2019 Jun 18;12:155. doi: 10.3389/fnmol.2019.00155. eCollection 2019.","Yoo YE","Front Mol Neurosci","2019","2019/07/06","PMC6591539","","10.3389/fnmol.2019.00155"
"18728070","Autistic phenotypes and genetic testing: state-of-the-art for the clinical geneticist","Lintas C, Persico AM.","J Med Genet. 2009 Jan;46(1):1-8. doi: 10.1136/jmg.2008.060871. Epub 2008 Aug 26.","Lintas C","J Med Genet","2009","2008/08/30","PMC2603481","","10.1136/jmg.2008.060871"
"29970989","Heterogeneity of Cell Surface Glutamate and GABA Receptor Expression in Shank and CNTN4 Autism Mouse Models","Heise C, Preuss JM, Schroeder JC, Battaglia CR, Kolibius J, Schmid R, Kreutz MR, Kas MJH, Burbach JPH, Boeckers TM.","Front Mol Neurosci. 2018 Jun 19;11:212. doi: 10.3389/fnmol.2018.00212. eCollection 2018.","Heise C","Front Mol Neurosci","2018","2018/07/05","PMC6018460","","10.3389/fnmol.2018.00212"
"34645786","Behavioral aspects and neurobiological properties underlying medical cannabis treatment in Shank3 mouse model of autism spectrum disorder","Poleg S, Kourieh E, Ruban A, Shapira G, Shomron N, Barak B, Offen D.","Transl Psychiatry. 2021 Oct 13;11(1):524. doi: 10.1038/s41398-021-01612-3.","Poleg S","Transl Psychiatry","2021","2021/10/14","PMC8514476","","10.1038/s41398-021-01612-3"
"23758743","SHANK3 haploinsufficiency: a ""common"" but underdiagnosed highly penetrant monogenic cause of autism spectrum disorders","Betancur C, Buxbaum JD.","Mol Autism. 2013 Jun 11;4(1):17. doi: 10.1186/2040-2392-4-17.","Betancur C","Mol Autism","2013","2013/06/14","PMC3695795","","10.1186/2040-2392-4-17"
"27189882","Touchscreen learning deficits and normal social approach behavior in the Shank3B model of Phelan-McDermid Syndrome and autism","Copping NA, Berg EL, Foley GM, Schaffler MD, Onaga BL, Buscher N, Silverman JL, Yang M.","Neuroscience. 2017 Mar 14;345:155-165. doi: 10.1016/j.neuroscience.2016.05.016. Epub 2016 May 14.","Copping NA","Neuroscience","2017","2016/05/19","PMC5108683","NIHMS791938","10.1016/j.neuroscience.2016.05.016"
"29126394","Prospective study of autism phenomenology and the behavioural phenotype of Phelan-McDermid syndrome: comparison to fragile X syndrome, Down syndrome and idiopathic autism spectrum disorder","Richards C, Powis L, Moss J, Stinton C, Nelson L, Oliver C.","J Neurodev Disord. 2017 Nov 10;9(1):37. doi: 10.1186/s11689-017-9217-6.","Richards C","J Neurodev Disord","2017","2017/11/12","PMC5681818","","10.1186/s11689-017-9217-6"
"27856360","Sensitivity to isoflurane anesthesia increases in autism spectrum disorder Shank3(+/∆c) mutant mouse model","Li C, Schaefer M, Gray C, Yang Y, Furmanski O, Liu S, Worley P, Mintz CD, Tao F, Johns RA.","Neurotoxicol Teratol. 2017 Mar-Apr;60:69-74. doi: 10.1016/j.ntt.2016.11.002. Epub 2016 Nov 14.","Li C","Neurotoxicol Teratol","2017","2016/11/19","PMC5871225","NIHMS832537","10.1016/j.ntt.2016.11.002"
"32807217","Exosomes derived from mesenchymal stem cells improved core symptoms of genetically modified mouse model of autism Shank3B","Perets N, Oron O, Herman S, Elliott E, Offen D.","Mol Autism. 2020 Aug 17;11(1):65. doi: 10.1186/s13229-020-00366-x.","Perets N","Mol Autism","2020","2020/08/19","PMC7433169","","10.1186/s13229-020-00366-x"
"21558424","Synaptic dysfunction and abnormal behaviors in mice lacking major isoforms of Shank3","Wang X, McCoy PA, Rodriguiz RM, Pan Y, Je HS, Roberts AC, Kim CJ, Berrios J, Colvin JS, Bousquet-Moore D, Lorenzo I, Wu G, Weinberg RJ, Ehlers MD, Philpot BD, Beaudet AL, Wetsel WC, Jiang YH.","Hum Mol Genet. 2011 Aug 1;20(15):3093-108. doi: 10.1093/hmg/ddr212. Epub 2011 May 10.","Wang X","Hum Mol Genet","2011","2011/05/12","PMC3131048","","10.1093/hmg/ddr212"
"33568460","CaMKII Phosphorylation Regulates Synaptic Enrichment of Shank3","Jeong J, Li Y, Roche KW.","eNeuro. 2021 May 25;8(3):ENEURO.0481-20.2021. doi: 10.1523/ENEURO.0481-20.2021. Print 2021 May-Jun.","Jeong J","eNeuro","2021","2021/02/11","PMC8152369","","10.1523/ENEURO.0481-20.2021"
"26027926","Autism-like Deficits in Shank3-Deficient Mice Are Rescued by Targeting Actin Regulators","Duffney LJ, Zhong P, Wei J, Matas E, Cheng J, Qin L, Ma K, Dietz DM, Kajiwara Y, Buxbaum JD, Yan Z.","Cell Rep. 2015 Jun 9;11(9):1400-1413. doi: 10.1016/j.celrep.2015.04.064. Epub 2015 May 28.","Duffney LJ","Cell Rep","2015","2015/06/02","PMC4464902","NIHMS687990","10.1016/j.celrep.2015.04.064"
"28130356","A Novel Human CAMK2A Mutation Disrupts Dendritic Morphology and Synaptic Transmission, and Causes ASD-Related Behaviors","Stephenson JR, Wang X, Perfitt TL, Parrish WP, Shonesy BC, Marks CR, Mortlock DP, Nakagawa T, Sutcliffe JS, Colbran RJ.","J Neurosci. 2017 Feb 22;37(8):2216-2233. doi: 10.1523/JNEUROSCI.2068-16.2017. Epub 2017 Jan 27.","Stephenson JR","J Neurosci","2017","2017/01/29","PMC5338762","","10.1523/JNEUROSCI.2068-16.2017"
"30918484","Uncovering the Functional Link Between SHANK3 Deletions and Deficiency in Neurodevelopment Using iPSC-Derived Human Neurons","Huang G, Chen S, Chen X, Zheng J, Xu Z, Doostparast Torshizi A, Gong S, Chen Q, Ma X, Yu J, Zhou L, Qiu S, Wang K, Shi L.","Front Neuroanat. 2019 Mar 13;13:23. doi: 10.3389/fnana.2019.00023. eCollection 2019.","Huang G","Front Neuroanat","2019","2019/03/29","PMC6424902","","10.3389/fnana.2019.00023"
"27592227","Expression of SHANK3 in the Temporal Neocortex of Patients with Intractable Temporal Epilepsy and Epilepsy Rat Models","Zhang Y, Gao B, Xiong Y, Zheng F, Xu X, Yang Y, Hu Y, Wang X.","Cell Mol Neurobiol. 2017 Jul;37(5):857-867. doi: 10.1007/s10571-016-0423-7. Epub 2016 Sep 3.","Zhang Y","Cell Mol Neurobiol","2017","2016/09/05","","","10.1007/s10571-016-0423-7"
"24186872","Epigenetic dysregulation of SHANK3 in brain tissues from individuals with autism spectrum disorders","Zhu L, Wang X, Li XL, Towers A, Cao X, Wang P, Bowman R, Yang H, Goldstein J, Li YJ, Jiang YH.","Hum Mol Genet. 2014 Mar 15;23(6):1563-78. doi: 10.1093/hmg/ddt547. Epub 2013 Nov 1.","Zhu L","Hum Mol Genet","2014","2013/11/05","PMC3929093","","10.1093/hmg/ddt547"
"24164323","Identification of two novel Shank3 transcripts in the developing mouse neocortex","Waga C, Asano H, Sanagi T, Suzuki E, Nakamura Y, Tsuchiya A, Itoh M, Goto Y, Kohsaka S, Uchino S.","J Neurochem. 2014 Jan;128(2):280-93. doi: 10.1111/jnc.12505. Epub 2013 Nov 14.","Waga C","J Neurochem","2014","2013/10/30","","","10.1111/jnc.12505"
"33388374","Altered striatum centered brain structures in SHANK3 deficient Chinese children with genotype and phenotype profiling","Liu C, Li D, Yang H, Li H, Xu Q, Zhou B, Hu C, Li C, Wang Y, Qiao Z, Jiang YH, Xu X.","Prog Neurobiol. 2021 May;200:101985. doi: 10.1016/j.pneurobio.2020.101985. Epub 2020 Dec 31.","Liu C","Prog Neurobiol","2021","2021/01/03","PMC8572121","NIHMS1747877","10.1016/j.pneurobio.2020.101985"
"26306707","Autism spectrum disorder in Phelan-McDermid syndrome: initial characterization and genotype-phenotype correlations","Oberman LM, Boccuto L, Cascio L, Sarasua S, Kaufmann WE.","Orphanet J Rare Dis. 2015 Aug 27;10:105. doi: 10.1186/s13023-015-0323-9.","Oberman LM","Orphanet J Rare Dis","2015","2015/08/27","PMC4549933","","10.1186/s13023-015-0323-9"
"30356810","GABA Neuronal Deletion of Shank3 Exons 14-16 in Mice Suppresses Striatal Excitatory Synaptic Input and Induces Social and Locomotor Abnormalities","Yoo T, Cho H, Lee J, Park H, Yoo YE, Yang E, Kim JY, Kim H, Kim E.","Front Cell Neurosci. 2018 Oct 9;12:341. doi: 10.3389/fncel.2018.00341. eCollection 2018.","Yoo T","Front Cell Neurosci","2018","2018/10/26","PMC6189516","","10.3389/fncel.2018.00341"
"26733386","Monogenic mouse models of autism spectrum disorders: Common mechanisms and missing links","Hulbert SW, Jiang YH.","Neuroscience. 2016 May 3;321:3-23. doi: 10.1016/j.neuroscience.2015.12.040. Epub 2015 Dec 28.","Hulbert SW","Neuroscience","2016","2016/01/07","PMC4803542","NIHMS750790","10.1016/j.neuroscience.2015.12.040"
"29052348","Shank3-deficient rats exhibit degraded cortical responses to sound","Engineer CT, Rahebi KC, Borland MS, Buell EP, Im KW, Wilson LG, Sharma P, Vanneste S, Harony-Nicolas H, Buxbaum JD, Kilgard MP.","Autism Res. 2018 Jan;11(1):59-68. doi: 10.1002/aur.1883. Epub 2017 Oct 20.","Engineer CT","Autism Res","2018","2017/10/21","PMC5773383","NIHMS912438","10.1002/aur.1883"
"23621888","Insulin-like growth factor-1 rescues synaptic and motor deficits in a mouse model of autism and developmental delay","Bozdagi O, Tavassoli T, Buxbaum JD.","Mol Autism. 2013 Apr 27;4(1):9. doi: 10.1186/2040-2392-4-9.","Bozdagi O","Mol Autism","2013","2013/04/30","PMC3649942","","10.1186/2040-2392-4-9"
"23346059","Environmental factors in autism","Grabrucker AM.","Front Psychiatry. 2013 Jan 18;3:118. doi: 10.3389/fpsyt.2012.00118. eCollection 2012.","Grabrucker AM","Front Psychiatry","2013","2013/01/25","PMC3548163","","10.3389/fpsyt.2012.00118"
"24421411","The Potential Role of Insulin on the Shank-Postsynaptic Platform in Neurodegenerative Diseases Involving Cognition","Chow F, Gong Y, Lippa CF.","Am J Alzheimers Dis Other Demen. 2014 Jun;29(4):303-10. doi: 10.1177/1533317513518645. Epub 2014 Jan 13.","Chow F","Am J Alzheimers Dis Other Demen","2014","2014/01/15","","","10.1177/1533317513518645"
"34188957","SHANK3 Genotype Mediates Speech and Language Phenotypes in a Nonclinical Population","Manning C, Hurd PL, Read S, Crespi B.","Autism Res Treat. 2021 Jun 3;2021:6634584. doi: 10.1155/2021/6634584. eCollection 2021.","Manning C","Autism Res Treat","2021","2021/06/30","PMC8195663","","10.1155/2021/6634584"
"28414299","An indirect route to repetitive actions","Lovinger DM.","J Clin Invest. 2017 May 1;127(5):1618-1621. doi: 10.1172/JCI93918. Epub 2017 Apr 17.","Lovinger DM","J Clin Invest","2017","2017/04/18","PMC5409064","","10.1172/JCI93918"
"32895524","A standardized social preference protocol for measuring social deficits in mouse models of autism","Rein B, Ma K, Yan Z.","Nat Protoc. 2020 Oct;15(10):3464-3477. doi: 10.1038/s41596-020-0382-9. Epub 2020 Sep 7.","Rein B","Nat Protoc","2020","2020/09/08","PMC8103520","NIHMS1663785","10.1038/s41596-020-0382-9"
"34703011","Rescue of histone hypoacetylation and social deficits by ketogenic diet in a Shank3 mouse model of autism","Qin L, Ma K, Yan Z.","Neuropsychopharmacology. 2021 Oct 26. doi: 10.1038/s41386-021-01212-1. Online ahead of print.","Qin L","Neuropsychopharmacology","2021","2021/10/27","","","10.1038/s41386-021-01212-1"
"34519505","Discovery of G Protein-Biased Antagonists against 5-HT(7)R","Kwag R, Lee J, Kim D, Lee H, Yeom M, Woo J, Cho Y, Kim HJ, Kim J, Keum G, Jeon B, Choo H.","J Med Chem. 2021 Sep 23;64(18):13766-13779. doi: 10.1021/acs.jmedchem.1c01093. Epub 2021 Sep 14.","Kwag R","J Med Chem","2021","2021/09/14","","","10.1021/acs.jmedchem.1c01093"
"24089484","Shank3 deficiency induces NMDA receptor hypofunction via an actin-dependent mechanism","Duffney LJ, Wei J, Cheng J, Liu W, Smith KR, Kittler JT, Yan Z.","J Neurosci. 2013 Oct 2;33(40):15767-78. doi: 10.1523/JNEUROSCI.1175-13.2013.","Duffney LJ","J Neurosci","2013","2013/10/04","PMC3787498","","10.1523/JNEUROSCI.1175-13.2013"
"32769989","A chimeric mouse model to study human iPSC-derived neurons: the case of a truncating SHANK3 mutation","Vitrac A, Pons S, Balkota M, Lemière N, Raïs C, Bourgeois JP, Maskos U, Bourgeron T, Cloëz-Tayarani I.","Sci Rep. 2020 Aug 7;10(1):13315. doi: 10.1038/s41598-020-70056-4.","Vitrac A","Sci Rep","2020","2020/08/10","PMC7414912","","10.1038/s41598-020-70056-4"
"30911366","A multifaceted approach for analyzing complex phenotypic data in rodent models of autism","Das I, Estevez MA, Sarkar AA, Banerjee-Basu S.","Mol Autism. 2019 Mar 12;10:11. doi: 10.1186/s13229-019-0263-7. eCollection 2019.","Das I","Mol Autism","2019","2019/03/27","PMC6417187","","10.1186/s13229-019-0263-7"
"29787855","Dysbiosis of microbiome and probiotic treatment in a genetic model of autism spectrum disorders","Tabouy L, Getselter D, Ziv O, Karpuj M, Tabouy T, Lukic I, Maayouf R, Werbner N, Ben-Amram H, Nuriel-Ohayon M, Koren O, Elliott E.","Brain Behav Immun. 2018 Oct;73:310-319. doi: 10.1016/j.bbi.2018.05.015. Epub 2018 May 19.","Tabouy L","Brain Behav Immun","2018","2018/05/23","","","10.1016/j.bbi.2018.05.015"
"28371232","Investigation of SHANK3 in schizophrenia","de Sena Cortabitarte A, Degenhardt F, Strohmaier J, Lang M, Weiss B, Roeth R, Giegling I, Heilmann-Heimbach S, Hofmann A, Rujescu D, Fischer C, Rietschel M, Nöthen MM, Rappold GA, Berkel S.","Am J Med Genet B Neuropsychiatr Genet. 2017 Jun;174(4):390-398. doi: 10.1002/ajmg.b.32528. Epub 2017 Mar 28.","de Sena Cortabitarte A","Am J Med Genet B Neuropsychiatr Genet","2017","2017/04/04","","","10.1002/ajmg.b.32528"
"30537371","Genotype and phenotype correlations for SHANK3 de novo mutations in neurodevelopmental disorders","Li Y, Jia X, Wu H, Xun G, Ou J, Zhang Q, Li H, Bai T, Hu Z, Zou X, Xia K, Guo H.","Am J Med Genet A. 2018 Dec;176(12):2668-2676. doi: 10.1002/ajmg.a.40666. Epub 2018 Dec 9.","Li Y","Am J Med Genet A","2018","2018/12/12","","","10.1002/ajmg.a.40666"
"34313403","Reduced brain volume and white matter alterations in Shank3-deficient rats","Golden CEM, Wang VX, Harony-Nicolas H, Hof PR, Buxbaum JD.","Autism Res. 2021 Sep;14(9):1837-1842. doi: 10.1002/aur.2568. Epub 2021 Jul 27.","Golden CEM","Autism Res","2021","2021/07/27","","","10.1002/aur.2568"
"30643170","Altered spinogenesis in iPSC-derived cortical neurons from patients with autism carrying de novo SHANK3 mutations","Gouder L, Vitrac A, Goubran-Botros H, Danckaert A, Tinevez JY, André-Leroux G, Atanasova E, Lemière N, Biton A, Leblond CS, Poulet A, Boland A, Deleuze JF, Benchoua A, Delorme R, Bourgeron T, Cloëz-Tayarani I.","Sci Rep. 2019 Jan 14;9(1):94. doi: 10.1038/s41598-018-36993-x.","Gouder L","Sci Rep","2019","2019/01/16","PMC6331634","","10.1038/s41598-018-36993-x"
"27581454","Shank3 Is Part of a Zinc-Sensitive Signaling System That Regulates Excitatory Synaptic Strength","Arons MH, Lee K, Thynne CJ, Kim SA, Schob C, Kindler S, Montgomery JM, Garner CC.","J Neurosci. 2016 Aug 31;36(35):9124-34. doi: 10.1523/JNEUROSCI.0116-16.2016.","Arons MH","J Neurosci","2016","2016/09/02","PMC5005722","","10.1523/JNEUROSCI.0116-16.2016"
