PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"18179900","Disruption of neurexin 1 associated with autism spectrum disorder","Kim HG, Kishikawa S, Higgins AW, Seong IS, Donovan DJ, Shen Y, Lally E, Weiss LA, Najm J, Kutsche K, Descartes M, Holt L, Braddock S, Troxell R, Kaplan L, Volkmar F, Klin A, Tsatsanis K, Harris DJ, Noens I, Pauls DL, Daly MJ, MacDonald ME, Morton CC, Quade BJ, Gusella JF.","Am J Hum Genet. 2008 Jan;82(1):199-207. doi: 10.1016/j.ajhg.2007.09.011.","Kim HG","Am J Hum Genet","2008","2008/01/09","PMC2253961","","10.1016/j.ajhg.2007.09.011"
"22948383","Pathogenetic model for Tourette syndrome delineates overlap with related neurodevelopmental disorders including Autism","Clarke RA, Lee S, Eapen V.","Transl Psychiatry. 2012 Sep 4;2(9):e158. doi: 10.1038/tp.2012.75.","Clarke RA","Transl Psychiatry","2012","2012/09/06","PMC3565204","","10.1038/tp.2012.75"
"33578364","Derivation of iPSC lines from two patients with autism spectrum disorder carrying NRXN1α deletion (NUIGi041-A, NUIG041-B; NUIGi045-A) and one sibling control (NUIGi042-A, NUIGi042-B)","Ding Y, O'Brien A, de la Cruz BM, Yang M, Fitzgerald J, Yang G, Li W, McInerney V, Krawczyk J, Lynch SA, Howard L, Allen NM, O'Brien T, Gallagher L, Shen S.","Stem Cell Res. 2021 Apr;52:102222. doi: 10.1016/j.scr.2021.102222. Epub 2021 Feb 2.","Ding Y","Stem Cell Res","2021","2021/02/12","","","10.1016/j.scr.2021.102222"
"20502490","Another piece of the autism puzzle","State MW.","Nat Genet. 2010 Jun;42(6):478-9. doi: 10.1038/ng0610-478.","State MW","Nat Genet","2010","2010/05/27","","","10.1038/ng0610-478"
"19675094","Neurexin 1 (NRXN1) deletions in schizophrenia","Kirov G, Rujescu D, Ingason A, Collier DA, O'Donovan MC, Owen MJ.","Schizophr Bull. 2009 Sep;35(5):851-4. doi: 10.1093/schbul/sbp079. Epub 2009 Aug 12.","Kirov G","Schizophr Bull","2009","2009/08/14","PMC2728827","","10.1093/schbul/sbp079"
"21559374","Presenilin/γ-secretase regulates neurexin processing at synapses","Saura CA, Servián-Morilla E, Scholl FG.","PLoS One. 2011 Apr 29;6(4):e19430. doi: 10.1371/journal.pone.0019430.","Saura CA","PLoS One","2011","2011/05/12","PMC3084856","","10.1371/journal.pone.0019430"
"25687563","Fetal DNA methylation of autism spectrum disorders candidate genes: association with spontaneous preterm birth","Behnia F, Parets SE, Kechichian T, Yin H, Dutta EH, Saade GR, Smith AK, Menon R.","Am J Obstet Gynecol. 2015 Apr;212(4):533.e1-9. doi: 10.1016/j.ajog.2015.02.011. Epub 2015 Feb 14.","Behnia F","Am J Obstet Gynecol","2015","2015/02/18","","","10.1016/j.ajog.2015.02.011"
"31759289","Derivation of familial iPSC lines from three ASD patients carrying NRXN1α(+/-) and two controls (NUIGi022-A, NUIGi022-B; NUIGi023-A, NUIGi023-B; NUIGi025-A, NUIGi025-B; NUIGi024-A, NUIGi024-B; NUIGi026-A, NUIGi026-B)","Ding Y, Marcó de la Cruz B, Xia Y, Liu M, Lu Y, McInerney V, Krawczyk J, Lynch SA, Howard L, O'Brien T, Gallagher L, Shen S.","Stem Cell Res. 2019 Dec;41:101653. doi: 10.1016/j.scr.2019.101653. Epub 2019 Nov 13.","Ding Y","Stem Cell Res","2019","2019/11/24","","","10.1016/j.scr.2019.101653"
"31823470","Assessing the developmental trajectory of mouse models of neurodevelopmental disorders: Social and communication deficits in mice with Neurexin 1α deletion","Armstrong EC, Caruso A, Servadio M, Andreae LC, Trezza V, Scattoni ML, Fernandes C.","Genes Brain Behav. 2020 Apr;19(4):e12630. doi: 10.1111/gbb.12630. Epub 2019 Dec 30.","Armstrong EC","Genes Brain Behav","2020","2019/12/12","","","10.1111/gbb.12630"
"27650969","Chromosomal microarray testing in adults with intellectual disability presenting with comorbid psychiatric disorders","Wolfe K, Strydom A, Morrogh D, Carter J, Cutajar P, Eyeoyibo M, Hassiotis A, McCarthy J, Mukherjee R, Paschos D, Perumal N, Read S, Shankar R, Sharif S, Thirulokachandran S, Thygesen JH, Patch C, Ogilvie C, Flinter F, McQuillin A, Bass N.","Eur J Hum Genet. 2016 Jan;25(1):66-72. doi: 10.1038/ejhg.2016.107. Epub 2016 Sep 21.","Wolfe K","Eur J Hum Genet","2016","2016/09/22","PMC5159755","","10.1038/ejhg.2016.107"
"23393157","Rare exonic deletions implicate the synaptic organizer Gephyrin (GPHN) in risk for autism, schizophrenia and seizures","Lionel AC, Vaags AK, Sato D, Gazzellone MJ, Mitchell EB, Chen HY, Costain G, Walker S, Egger G, Thiruvahindrapuram B, Merico D, Prasad A, Anagnostou E, Fombonne E, Zwaigenbaum L, Roberts W, Szatmari P, Fernandez BA, Georgieva L, Brzustowicz LM, Roetzer K, Kaschnitz W, Vincent JB, Windpassinger C, Marshall CR, Trifiletti RR, Kirmani S, Kirov G, Petek E, Hodge JC, Bassett AS, Scherer SW.","Hum Mol Genet. 2013 May 15;22(10):2055-66. doi: 10.1093/hmg/ddt056. Epub 2013 Feb 7.","Lionel AC","Hum Mol Genet","2013","2013/02/09","","","10.1093/hmg/ddt056"
"29028156","Genetic background effects in Neuroligin-3 mutant mice: Minimal behavioral abnormalities on C57 background","Jaramillo TC, Escamilla CO, Liu S, Peca L, Birnbaum SG, Powell CM.","Autism Res. 2018 Feb;11(2):234-244. doi: 10.1002/aur.1857. Epub 2017 Oct 13.","Jaramillo TC","Autism Res","2018","2017/10/14","PMC5825258","NIHMS923810","10.1002/aur.1857"
"25149956","Fraternal twins with autism, severe cognitive deficit, and epilepsy: diagnostic role of chromosomal microarray analysis","Imitola J, Walleigh D, Anderson CE, Jethva R, Carvalho KS, Legido A, Khurana DS.","Semin Pediatr Neurol. 2014 Jun;21(2):167-71. doi: 10.1016/j.spen.2014.04.027. Epub 2014 Apr 30.","Imitola J","Semin Pediatr Neurol","2014","2014/08/24","","","10.1016/j.spen.2014.04.027"
"27184741","Neonatal inflammatory pain and systemic inflammatory responses as possible environmental factors in the development of autism spectrum disorder of juvenile rats","Lee JH, Espinera AR, Chen D, Choi KE, Caslin AY, Won S, Pecoraro V, Xu GY, Wei L, Yu SP.","J Neuroinflammation. 2016 May 16;13(1):109. doi: 10.1186/s12974-016-0575-x.","Lee JH","J Neuroinflammation","2016","2016/05/18","PMC4867541","","10.1186/s12974-016-0575-x"
"24204716","A genome-wide survey of transgenerational genetic effects in autism","Tsang KM, Croen LA, Torres AR, Kharrazi M, Delorenze GN, Windham GC, Yoshida CK, Zerbo O, Weiss LA.","PLoS One. 2013 Oct 24;8(10):e76978. doi: 10.1371/journal.pone.0076978. eCollection 2013.","Tsang KM","PLoS One","2013","2013/11/09","PMC3811986","","10.1371/journal.pone.0076978"
"30271887","Stage 2 Registered Report: Variation in neurodevelopmental outcomes in children with sex chromosome trisomies: testing the double hit hypothesis","Newbury DF, Simpson NH, Thompson PA, Bishop DVM.","Wellcome Open Res. 2021 Jun 1;3:85. doi: 10.12688/wellcomeopenres.14677.4. eCollection 2018.","Newbury DF","Wellcome Open Res","2021","2021/06/07","PMC6134338","","10.12688/wellcomeopenres.14677.4"
"32658356","Further insight into the neurobehavioral pattern of children carrying the 2p16.3 heterozygous deletion involving NRXN1: Report of five new cases","Alfieri P, Scibelli F, Sinibaldi L, Valeri G, Caciolo C, Novello RL, Novelli A, Digilio MC, Tartaglia M, Vicari S.","Genes Brain Behav. 2020 Sep;19(7):e12687. doi: 10.1111/gbb.12687. Epub 2020 Aug 26.","Alfieri P","Genes Brain Behav","2020","2020/07/14","","","10.1111/gbb.12687"
"25149957","Editorial comment: Fraternal twins with autism, severe cognitive deficit, and epilepsy: diagnostic role of chromosomal microarray analysis","Schaefer GB.","Semin Pediatr Neurol. 2014 Jun;21(2):172. doi: 10.1016/j.spen.2014.05.003. Epub 2014 May 14.","Schaefer GB","Semin Pediatr Neurol","2014","2014/08/24","","","10.1016/j.spen.2014.05.003"
"28948087","Not all neuroligin 3 and 4X missense variants lead to significant functional inactivation","Xu X, Hu Z, Zhang L, Liu H, Cheng Y, Xia K, Zhang X.","Brain Behav. 2017 Aug 14;7(9):e00793. doi: 10.1002/brb3.793. eCollection 2017 Sep.","Xu X","Brain Behav","2017","2017/09/27","PMC5607556","","10.1002/brb3.793"
"28343708","A new case of Pitt-Hopkins-like syndrome 2?","Ruiz-Botero F, Gómez-Pineda E, Pachajoa H.","Neurologia (Engl Ed). 2019 Nov-Dec;34(9):607-609. doi: 10.1016/j.nrl.2017.01.018. Epub 2017 Mar 23.","Ruiz-Botero F","Neurologia (Engl Ed)","2019","2017/03/28","","","10.1016/j.nrl.2017.01.018"
"25017069","Neurexin dysfunction in adult neurons results in autistic-like behavior in mice","Rabaneda LG, Robles-Lanuza E, Nieto-González JL, Scholl FG.","Cell Rep. 2014 Jul 24;8(2):338-46. doi: 10.1016/j.celrep.2014.06.022. Epub 2014 Jul 10.","Rabaneda LG","Cell Rep","2014","2014/07/15","","","10.1016/j.celrep.2014.06.022"
"30076746","A rare exonic NRXN3 deletion segregating with neurodevelopmental and neuropsychiatric conditions in a three-generation Chinese family","Yuan H, Wang Q, Liu Y, Yang W, He Y, Gusella JF, Song J, Shen Y.","Am J Med Genet B Neuropsychiatr Genet. 2018 Sep;177(6):589-595. doi: 10.1002/ajmg.b.32673. Epub 2018 Aug 4.","Yuan H","Am J Med Genet B Neuropsychiatr Genet","2018","2018/08/05","PMC6445570","ASMS1007196","10.1002/ajmg.b.32673"
"30224866","Investigation of Copy Number Variation by arrayCGH in Turkish Children and Adolescents Diagnosed with Autism Spectrum Disorders","Görker I, Gürkan H, Ulusal S, Atli E, Ayaz G, Ceylan C, Tozkir H, Altay MA, Erol A, Yildiz N, Direk C, Akköprü H, Kilit N, Aykutlu HC, Bozatli L, Çelik Z, Berberoğlu KK.","Noro Psikiyatr Ars. 2018 Apr 26;55(3):215-219. doi: 10.5152/npa.2017.21611. eCollection 2018 Sep.","Görker I","Noro Psikiyatr Ars","2018","2018/09/19","PMC6138224","","10.5152/npa.2017.21611"
"20147539","Neuroligin-1 deletion results in impaired spatial memory and increased repetitive behavior","Blundell J, Blaiss CA, Etherton MR, Espinosa F, Tabuchi K, Walz C, Bolliger MF, Südhof TC, Powell CM.","J Neurosci. 2010 Feb 10;30(6):2115-29. doi: 10.1523/JNEUROSCI.4517-09.2010.","Blundell J","J Neurosci","2010","2010/02/12","PMC2824441","NIHMS176995","10.1523/JNEUROSCI.4517-09.2010"
"26291160","The Sorting Receptor SorCS1 Regulates Trafficking of Neurexin and AMPA Receptors","Savas JN, Ribeiro LF, Wierda KD, Wright R, DeNardo-Wilke LA, Rice HC, Chamma I, Wang YZ, Zemla R, Lavallée-Adam M, Vennekens KM, O'Sullivan ML, Antonios JK, Hall EA, Thoumine O, Attie AD, Yates JR 3rd, Ghosh A, de Wit J.","Neuron. 2015 Aug 19;87(4):764-80. doi: 10.1016/j.neuron.2015.08.007.","Savas JN","Neuron","2015","2015/08/21","PMC4692362","NIHMS740928","10.1016/j.neuron.2015.08.007"
"22348092","Sex-dependent novelty response in neurexin-1α mutant mice","Laarakker MC, Reinders NR, Bruining H, Ophoff RA, Kas MJ.","PLoS One. 2012;7(2):e31503. doi: 10.1371/journal.pone.0031503. Epub 2012 Feb 13.","Laarakker MC","PLoS One","2012","2012/02/21","PMC3278455","","10.1371/journal.pone.0031503"
"31574254","Inhibitor screening assay for neurexin-LRRTM adhesion protein interaction involved in synaptic maintenance and neurological disorders","Karki S, Maksimainen MM, Lehtiö L, Kajander T.","Anal Biochem. 2019 Dec 15;587:113463. doi: 10.1016/j.ab.2019.113463. Epub 2019 Sep 28.","Karki S","Anal Biochem","2019","2019/10/02","","","10.1016/j.ab.2019.113463"
"26213384","β-Neurexins Control Neural Circuits by Regulating Synaptic Endocannabinoid Signaling","Anderson GR, Aoto J, Tabuchi K, Földy C, Covy J, Yee AX, Wu D, Lee SJ, Chen L, Malenka RC, Südhof TC.","Cell. 2015 Jul 30;162(3):593-606. doi: 10.1016/j.cell.2015.06.056. Epub 2015 Jul 23.","Anderson GR","Cell","2015","2015/07/28","PMC4709013","NIHMS710517","10.1016/j.cell.2015.06.056"
"21285140","Copy number variants in schizophrenia: confirmation of five previous findings and new evidence for 3q29 microdeletions and VIPR2 duplications","Levinson DF, Duan J, Oh S, Wang K, Sanders AR, Shi J, Zhang N, Mowry BJ, Olincy A, Amin F, Cloninger CR, Silverman JM, Buccola NG, Byerley WF, Black DW, Kendler KS, Freedman R, Dudbridge F, Pe'er I, Hakonarson H, Bergen SE, Fanous AH, Holmans PA, Gejman PV.","Am J Psychiatry. 2011 Mar;168(3):302-16. doi: 10.1176/appi.ajp.2010.10060876. Epub 2011 Feb 1.","Levinson DF","Am J Psychiatry","2011","2011/02/03","PMC4441324","NIHMS686964","10.1176/appi.ajp.2010.10060876"
"19036990","Polarized targeting of neurexins to synapses is regulated by their C-terminal sequences","Fairless R, Masius H, Rohlmann A, Heupel K, Ahmad M, Reissner C, Dresbach T, Missler M.","J Neurosci. 2008 Nov 26;28(48):12969-81. doi: 10.1523/JNEUROSCI.5294-07.2008.","Fairless R","J Neurosci","2008","2008/11/28","PMC6671796","","10.1523/JNEUROSCI.5294-07.2008"
"18084303","Structural basis for synaptic adhesion mediated by neuroligin-neurexin interactions","Chen X, Liu H, Shim AH, Focia PJ, He X.","Nat Struct Mol Biol. 2008 Jan;15(1):50-6. doi: 10.1038/nsmb1350. Epub 2007 Dec 16.","Chen X","Nat Struct Mol Biol","2008","2007/12/18","PMC2922956","NIHMS226802","10.1038/nsmb1350"
"26266783","[Functional analysis of autism-associated NRXN1β gene promoter]","Liu JR, Meng SS, Zhou WH.","Yi Chuan. 2015 Aug;37(8):801-10. doi: 10.16288/j.yczz.15-105.","Liu JR","Yi Chuan","2015","2015/08/13","","","10.16288/j.yczz.15-105"
"29744390","Stage 1 Registered Report: Variation in neurodevelopmental outcomes in children with sex chromosome trisomies: protocol for a test of the double hit hypothesis","Newbury DF, Simpson NH, Thompson PA, Bishop DVM.","Wellcome Open Res. 2018 Feb 12;3:10. doi: 10.12688/wellcomeopenres.13828.2. eCollection 2018.","Newbury DF","Wellcome Open Res","2018","2018/05/11","PMC5904730","","10.12688/wellcomeopenres.13828.2"
"23840597","Altered social behaviours in neurexin 1α knockout mice resemble core symptoms in neurodevelopmental disorders","Grayton HM, Missler M, Collier DA, Fernandes C.","PLoS One. 2013 Jun 28;8(6):e67114. doi: 10.1371/journal.pone.0067114. Print 2013.","Grayton HM","PLoS One","2013","2013/07/11","PMC3696036","","10.1371/journal.pone.0067114"
"19557195","Genome-wide analyses of exonic copy number variants in a family-based study point to novel autism susceptibility genes","Bucan M, Abrahams BS, Wang K, Glessner JT, Herman EI, Sonnenblick LI, Alvarez Retuerto AI, Imielinski M, Hadley D, Bradfield JP, Kim C, Gidaya NB, Lindquist I, Hutman T, Sigman M, Kustanovich V, Lajonchere CM, Singleton A, Kim J, Wassink TH, McMahon WM, Owley T, Sweeney JA, Coon H, Nurnberger JI, Li M, Cantor RM, Minshew NJ, Sutcliffe JS, Cook EH, Dawson G, Buxbaum JD, Grant SF, Schellenberg GD, Geschwind DH, Hakonarson H.","PLoS Genet. 2009 Jun;5(6):e1000536. doi: 10.1371/journal.pgen.1000536. Epub 2009 Jun 26.","Bucan M","PLoS Genet","2009","2009/06/27","PMC2695001","","10.1371/journal.pgen.1000536"
"22892527","Prevalence of SHANK3 variants in patients with different subtypes of autism spectrum disorders","Boccuto L, Lauri M, Sarasua SM, Skinner CD, Buccella D, Dwivedi A, Orteschi D, Collins JS, Zollino M, Visconti P, Dupont B, Tiziano D, Schroer RJ, Neri G, Stevenson RE, Gurrieri F, Schwartz CE.","Eur J Hum Genet. 2013 Mar;21(3):310-6. doi: 10.1038/ejhg.2012.175. Epub 2012 Aug 15.","Boccuto L","Eur J Hum Genet","2013","2012/08/16","PMC3573207","","10.1038/ejhg.2012.175"
"22750515","Neuroligin-1 induces neurite outgrowth through interaction with neurexin-1β and activation of fibroblast growth factor receptor-1","Gjørlund MD, Nielsen J, Pankratova S, Li S, Korshunova I, Bock E, Berezin V.","FASEB J. 2012 Oct;26(10):4174-86. doi: 10.1096/fj.11-202242. Epub 2012 Jun 29.","Gjørlund MD","FASEB J","2012","2012/07/04","","","10.1096/fj.11-202242"
"25950944","Burden analysis of rare microdeletions suggests a strong impact of neurodevelopmental genes in genetic generalised epilepsies","Lal D, Ruppert AK, Trucks H, Schulz H, de Kovel CG, Kasteleijn-Nolst Trenité D, Sonsma AC, Koeleman BP, Lindhout D, Weber YG, Lerche H, Kapser C, Schankin CJ, Kunz WS, Surges R, Elger CE, Gaus V, Schmitz B, Helbig I, Muhle H, Stephani U, Klein KM, Rosenow F, Neubauer BA, Reinthaler EM, Zimprich F, Feucht M, Møller RS, Hjalgrim H, De Jonghe P, Suls A, Lieb W, Franke A, Strauch K, Gieger C, Schurmann C, Schminke U, Nürnberg P; EPICURE Consortium, Sander T.","PLoS Genet. 2015 May 7;11(5):e1005226. doi: 10.1371/journal.pgen.1005226. eCollection 2015 May.","Lal D","PLoS Genet","2015","2015/05/08","PMC4423931","","10.1371/journal.pgen.1005226"
"33758193","Canonical versus non-canonical transsynaptic signaling of neuroligin 3 tunes development of sociality in mice","Yoshida T, Yamagata A, Imai A, Kim J, Izumi H, Nakashima S, Shiroshima T, Maeda A, Iwasawa-Okamoto S, Azechi K, Osaka F, Saitoh T, Maenaka K, Shimada T, Fukata Y, Fukata M, Matsumoto J, Nishijo H, Takao K, Tanaka S, Okabe S, Tabuchi K, Uemura T, Mishina M, Mori H, Fukai S.","Nat Commun. 2021 Mar 23;12(1):1848. doi: 10.1038/s41467-021-22059-6.","Yoshida T","Nat Commun","2021","2021/03/24","PMC7988105","","10.1038/s41467-021-22059-6"
"23474816","Increased genome instability in human DNA segments with self-chains: homology-induced structural variations via replicative mechanisms","Zhou W, Zhang F, Chen X, Shen Y, Lupski JR, Jin L.","Hum Mol Genet. 2013 Jul 1;22(13):2642-51. doi: 10.1093/hmg/ddt113. Epub 2013 Mar 7.","Zhou W","Hum Mol Genet","2013","2013/03/12","PMC3674805","","10.1093/hmg/ddt113"
"20574149","Neuronal cell adhesion genes: Key players in risk for schizophrenia, bipolar disorder and other neurodevelopmental brain disorders?","Corvin AP.","Cell Adh Migr. 2010 Oct-Dec;4(4):511-4. doi: 10.4161/cam.4.4.12460.","Corvin AP","Cell Adh Migr","2010","2010/06/25","PMC3011270","","10.4161/cam.4.4.12460"
"22118685","High frequency of known copy number abnormalities and maternal duplication 15q11-q13 in patients with combined schizophrenia and epilepsy","Stewart LR, Hall AL, Kang SH, Shaw CA, Beaudet AL.","BMC Med Genet. 2011 Nov 25;12:154. doi: 10.1186/1471-2350-12-154.","Stewart LR","BMC Med Genet","2011","2011/11/29","PMC3239290","","10.1186/1471-2350-12-154"
"28472659","Conditional Deletion of All Neurexins Defines Diversity of Essential Synaptic Organizer Functions for Neurexins","Chen LY, Jiang M, Zhang B, Gokce O, Südhof TC.","Neuron. 2017 May 3;94(3):611-625.e4. doi: 10.1016/j.neuron.2017.04.011.","Chen LY","Neuron","2017","2017/05/05","PMC5501922","NIHMS867454","10.1016/j.neuron.2017.04.011"
"19822762","Mouse neurexin-1alpha deletion causes correlated electrophysiological and behavioral changes consistent with cognitive impairments","Etherton MR, Blaiss CA, Powell CM, Südhof TC.","Proc Natl Acad Sci U S A. 2009 Oct 20;106(42):17998-8003. doi: 10.1073/pnas.0910297106. Epub 2009 Oct 12.","Etherton MR","Proc Natl Acad Sci U S A","2009","2009/10/14","PMC2764944","","10.1073/pnas.0910297106"
"24064682","Rare variants analysis of neurexin-1β in autism reveals a novel start codon mutation affecting protein levels at synapses","Camacho-Garcia RJ, Hervás A, Toma C, Balmaña N, Cormand B, Martinez-Mir A, Scholl FG.","Psychiatr Genet. 2013 Dec;23(6):262-6. doi: 10.1097/YPG.0000000000000013.","Camacho-Garcia RJ","Psychiatr Genet","2013","2013/09/26","","","10.1097/YPG.0000000000000013"
"20157312","Molecular pathways involved in neuronal cell adhesion and membrane scaffolding contribute to schizophrenia and bipolar disorder susceptibility","O'Dushlaine C, Kenny E, Heron E, Donohoe G, Gill M, Morris D; International Schizophrenia Consortium, Corvin A.","Mol Psychiatry. 2011 Mar;16(3):286-92. doi: 10.1038/mp.2010.7. Epub 2010 Feb 16.","O'Dushlaine C","Mol Psychiatry","2011","2010/02/17","","","10.1038/mp.2010.7"
"21555073","Neurexin-neuroligin transsynaptic interaction mediates learning-related synaptic remodeling and long-term facilitation in aplysia","Choi YB, Li HL, Kassabov SR, Jin I, Puthanveettil SV, Karl KA, Lu Y, Kim JH, Bailey CH, Kandel ER.","Neuron. 2011 May 12;70(3):468-81. doi: 10.1016/j.neuron.2011.03.020.","Choi YB","Neuron","2011","2011/05/11","PMC3136118","NIHMS297791","10.1016/j.neuron.2011.03.020"
"25745399","Genetic targeting of NRXN2 in mice unveils role in excitatory cortical synapse function and social behaviors","Born G, Grayton HM, Langhorst H, Dudanova I, Rohlmann A, Woodward BW, Collier DA, Fernandes C, Missler M.","Front Synaptic Neurosci. 2015 Feb 19;7:3. doi: 10.3389/fnsyn.2015.00003. eCollection 2015.","Born G","Front Synaptic Neurosci","2015","2015/03/07","PMC4333794","","10.3389/fnsyn.2015.00003"
"21915259","RNA-Seq of human neurons derived from iPS cells reveals candidate long non-coding RNAs involved in neurogenesis and neuropsychiatric disorders","Lin M, Pedrosa E, Shah A, Hrabovsky A, Maqbool S, Zheng D, Lachman HM.","PLoS One. 2011;6(9):e23356. doi: 10.1371/journal.pone.0023356. Epub 2011 Sep 7.","Lin M","PLoS One","2011","2011/09/15","PMC3168439","","10.1371/journal.pone.0023356"
"27149984","Genome-wide association study of serum coenzyme Q10 levels identifies susceptibility loci linked to neuronal diseases","Degenhardt F, Niklowitz P, Szymczak S, Jacobs G, Lieb W, Menke T, Laudes M, Esko T, Weidinger S, Franke A, Döring F, Onur S.","Hum Mol Genet. 2016 Jul 1;25(13):2881-2891. doi: 10.1093/hmg/ddw134. Epub 2016 May 5.","Degenhardt F","Hum Mol Genet","2016","2016/05/07","","","10.1093/hmg/ddw134"
"22106001","Chromosomal loss of 3q26.3-3q26.32, involving a partial neuroligin 1 deletion, identified by genomic microarray in a child with microcephaly, seizure disorder, and severe intellectual disability","Millson A, Lagrave D, Willis MJ, Rowe LR, Lyon E, South ST.","Am J Med Genet A. 2012 Jan;158A(1):159-65. doi: 10.1002/ajmg.a.34349. Epub 2011 Nov 21.","Millson A","Am J Med Genet A","2012","2011/11/23","","","10.1002/ajmg.a.34349"
"20696403","The macromolecular architecture of extracellular domain of alphaNRXN1: domain organization, flexibility, and insights into trans-synaptic disposition","Comoletti D, Miller MT, Jeffries CM, Wilson J, Demeler B, Taylor P, Trewhella J, Nakagawa T.","Structure. 2010 Aug 11;18(8):1044-53. doi: 10.1016/j.str.2010.06.005.","Comoletti D","Structure","2010","2010/08/11","PMC2948785","NIHMS223607","10.1016/j.str.2010.06.005"
"33721831","Testosterone interrupts binding of Neurexin and Neuroligin that are expressed in a highly socialized rodent, Octodon degus","Yagishita-Kyo N, Ikai Y, Uekita T, Shinohara A, Koshimoto C, Yoshikawa K, Maruyama K, Yagishita S.","Biochem Biophys Res Commun. 2021 Apr 30;551:54-62. doi: 10.1016/j.bbrc.2021.03.015. Epub 2021 Mar 12.","Yagishita-Kyo N","Biochem Biophys Res Commun","2021","2021/03/15","","","10.1016/j.bbrc.2021.03.015"
"25062845","Neurodevelopmental disorders associated with dosage imbalance of ZBTB20 correlate with the morbidity spectrum of ZBTB20 candidate target genes","Rasmussen MB, Nielsen JV, Lourenço CM, Melo JB, Halgren C, Geraldi CV, Marques W Jr, Rodrigues GR, Thomassen M, Bak M, Hansen C, Ferreira SI, Venâncio M, Henriksen KF, Lind-Thomsen A, Carreira IM, Jensen NA, Tommerup N.","J Med Genet. 2014 Sep;51(9):605-13. doi: 10.1136/jmedgenet-2014-102535. Epub 2014 Jul 25.","Rasmussen MB","J Med Genet","2014","2014/07/27","","","10.1136/jmedgenet-2014-102535"
"18057082","A patient with vertebral, cognitive and behavioural abnormalities and a de novo deletion of NRXN1alpha","Zahir FR, Baross A, Delaney AD, Eydoux P, Fernandes ND, Pugh T, Marra MA, Friedman JM.","J Med Genet. 2008 Apr;45(4):239-43. doi: 10.1136/jmg.2007.054437. Epub 2007 Dec 5.","Zahir FR","J Med Genet","2008","2007/12/07","","","10.1136/jmg.2007.054437"
"25124521","Replication of previous genome-wide association studies of psychiatric diseases in a large schizophrenia case-control sample from Spain","Ivorra JL, Rivero O, Costas J, Iniesta R, Arrojo M, Ramos-Ríos R, Carracedo A, Palomo T, Rodriguez-Jimenez R, Cervilla J, Gutiérrez B, Molina E, Arango C, Alvarez M, Pascual JC, Pérez V, Saiz PA, García-Portilla MP, Bobes J, González-Pinto A, Zorrilla I, Haro JM, Bernardo M, Baca-García E, González JC, Hoenicka J, Moltó MD, Sanjuán J.","Schizophr Res. 2014 Oct;159(1):107-13. doi: 10.1016/j.schres.2014.07.004. Epub 2014 Aug 12.","Ivorra JL","Schizophr Res","2014","2014/08/16","","","10.1016/j.schres.2014.07.004"
"26563496","Two rare deletions upstream of the NRXN1 gene (2p16.3) affecting the non-coding mRNA AK127244 segregate with diverse psychopathological phenotypes in a family","Duong LT, Hoeffding LK, Petersen KB, Knudsen CD, Thygesen JH, Klitten LL, Tommerup N, Ingason A, Werge T.","Eur J Med Genet. 2015 Dec;58(12):650-3. doi: 10.1016/j.ejmg.2015.11.004. Epub 2015 Nov 10.","Duong LT","Eur J Med Genet","2015","2015/11/14","","","10.1016/j.ejmg.2015.11.004"
"19752307","Disparate diseases due to copycat copy number variations","Powell CM.","Arch Neurol. 2009 Sep;66(9):1158-9. doi: 10.1001/archneurol.2009.197.","Powell CM","Arch Neurol","2009","2009/09/16","PMC3903580","NIHMS341151","10.1001/archneurol.2009.197"
"27965028","Two De Novo Mutations in an Autistic Child Who Had Previously Undergone Transplantation for Dilated Cardiomyopathy: The Importance of Keeping an Open Mind","Sajid U, Argiropoulos B, Wei XC, Parboosingh JS, Lamont RE, Khan A, Greenway SC.","Can J Cardiol. 2017 Feb;33(2):292.e5-292.e7. doi: 10.1016/j.cjca.2016.08.019. Epub 2016 Sep 26.","Sajid U","Can J Cardiol","2017","2016/12/15","","","10.1016/j.cjca.2016.08.019"
"21739571","Complex chromosomal rearrangement in a girl with psychomotor-retardation and a de novo inversion: inv(2)(p15;q24.2)","Granot-Hershkovitz E, Raas-Rothschild A, Frumkin A, Granot D, Silverstein S, Abeliovich D.","Am J Med Genet A. 2011 Aug;155A(8):1825-32. doi: 10.1002/ajmg.a.33952. Epub 2011 Jul 7.","Granot-Hershkovitz E","Am J Med Genet A","2011","2011/07/09","","","10.1002/ajmg.a.33952"
