PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26245896","Karyopherin α 3 and karyopherin α 4 proteins mediate the nuclear import of methyl-CpG binding protein 2","Baker SA, Lombardi LM, Zoghbi HY.","J Biol Chem. 2015 Sep 11;290(37):22485-93. doi: 10.1074/jbc.M115.658104. Epub 2015 Aug 5.","Baker SA","J Biol Chem","2015","2015/08/07","PMC4566224","","10.1074/jbc.M115.658104"
"28674485","The Pathophysiological Role of Microglia in Dynamic Surveillance, Phagocytosis and Structural Remodeling of the Developing CNS","Arcuri C, Mecca C, Bianchi R, Giambanco I, Donato R.","Front Mol Neurosci. 2017 Jun 19;10:191. doi: 10.3389/fnmol.2017.00191. eCollection 2017.","Arcuri C","Front Mol Neurosci","2017","2017/07/05","PMC5474494","","10.3389/fnmol.2017.00191"
"28250423","Prevalence of four Mendelian disorders associated with autism in 2392 affected families","Saskin A, Fulginiti V, Birch AH, Trakadis Y.","J Hum Genet. 2017 Jun;62(6):657-659. doi: 10.1038/jhg.2017.16. Epub 2017 Mar 9.","Saskin A","J Hum Genet","2017","2017/03/03","","","10.1038/jhg.2017.16"
"23026749","Female Mecp2(+/-) mice display robust behavioral deficits on two different genetic backgrounds providing a framework for pre-clinical studies","Samaco RC, McGraw CM, Ward CS, Sun Y, Neul JL, Zoghbi HY.","Hum Mol Genet. 2013 Jan 1;22(1):96-109. doi: 10.1093/hmg/dds406. Epub 2012 Oct 1.","Samaco RC","Hum Mol Genet","2013","2012/10/03","PMC3522402","","10.1093/hmg/dds406"
"15977646","Delayed maturation of neuronal architecture and synaptogenesis in cerebral cortex of Mecp2-deficient mice","Fukuda T, Itoh M, Ichikawa T, Washiyama K, Goto Y.","J Neuropathol Exp Neurol. 2005 Jun;64(6):537-44. doi: 10.1093/jnen/64.6.537.","Fukuda T","J Neuropathol Exp Neurol","2005","2005/06/28","","","10.1093/jnen/64.6.537"
"33373327","The DNA repair protein ATM as a target in autism spectrum disorder","Pizzamiglio L, Focchi E, Cambria C, Ponzoni L, Ferrara S, Bifari F, Desiato G, Landsberger N, Murru L, Passafaro M, Sala M, Matteoli M, Menna E, Antonucci F.","JCI Insight. 2021 Feb 8;6(3):e133654. doi: 10.1172/jci.insight.133654.","Pizzamiglio L","JCI Insight","2021","2020/12/29","PMC7934840","","10.1172/jci.insight.133654"
"25199916","Clustering autism: using neuroanatomical differences in 26 mouse models to gain insight into the heterogeneity","Ellegood J, Anagnostou E, Babineau BA, Crawley JN, Lin L, Genestine M, DiCicco-Bloom E, Lai JK, Foster JA, Peñagarikano O, Geschwind DH, Pacey LK, Hampson DR, Laliberté CL, Mills AA, Tam E, Osborne LR, Kouser M, Espinosa-Becerra F, Xuan Z, Powell CM, Raznahan A, Robins DM, Nakai N, Nakatani J, Takumi T, van Eede MC, Kerr TM, Muller C, Blakely RD, Veenstra-VanderWeele J, Henkelman RM, Lerch JP.","Mol Psychiatry. 2015 Feb;20(1):118-25. doi: 10.1038/mp.2014.98. Epub 2014 Sep 9.","Ellegood J","Mol Psychiatry","2015","2014/09/10","PMC4426202","NIHMS686892","10.1038/mp.2014.98"
"23892605","A suppressor screen in Mecp2 mutant mice implicates cholesterol metabolism in Rett syndrome","Buchovecky CM, Turley SD, Brown HM, Kyle SM, McDonald JG, Liu B, Pieper AA, Huang W, Katz DM, Russell DW, Shendure J, Justice MJ.","Nat Genet. 2013 Sep;45(9):1013-20. doi: 10.1038/ng.2714. Epub 2013 Jul 28.","Buchovecky CM","Nat Genet","2013","2013/07/30","PMC3837522","NIHMS501029","10.1038/ng.2714"
"21982370","Genome-wide activity-dependent MeCP2 phosphorylation regulates nervous system development and function","Cohen S, Gabel HW, Hemberg M, Hutchinson AN, Sadacca LA, Ebert DH, Harmin DA, Greenberg RS, Verdine VK, Zhou Z, Wetsel WC, West AE, Greenberg ME.","Neuron. 2011 Oct 6;72(1):72-85. doi: 10.1016/j.neuron.2011.08.022.","Cohen S","Neuron","2011","2011/10/11","PMC3226708","NIHMS328846","10.1016/j.neuron.2011.08.022"
"11180222","Rett syndrome: methyl-CpG-binding protein 2 mutations and phenotype-genotype correlations","Amir RE, Zoghbi HY.","Am J Med Genet. 2000 Summer;97(2):147-52. doi: 10.1002/1096-8628(200022)97:2<147::aid-ajmg6>3.0.co;2-o.","Amir RE","Am J Med Genet","2000","2001/02/17","","","10.1002/1096-8628(200022)97:2<147::aid-ajmg6>3.0.co;2-o"
"27080430","Expression of nuclear Methyl-CpG binding protein 2 (Mecp2) is dependent on neuronal stimulation and application of Insulin-like growth factor 1","Tropea D, Mortimer N, Bellini S, Molinos I, Sanfeliu A, Shovlin S, McAllister D, Gill M, Mitchell K, Corvin A.","Neurosci Lett. 2016 May 16;621:111-116. doi: 10.1016/j.neulet.2016.04.024. Epub 2016 Apr 11.","Tropea D","Neurosci Lett","2016","2016/04/16","","","10.1016/j.neulet.2016.04.024"
"28093257","Selective preservation of cholinergic MeCP2 rescues specific Rett-syndrome-like phenotypes in MeCP2(stop) mice","Zhou H, Wu W, Zhang Y, He H, Yuan Z, Zhu Z, Zhao Z.","Behav Brain Res. 2017 Mar 30;322(Pt A):51-59. doi: 10.1016/j.bbr.2017.01.023. Epub 2017 Jan 16.","Zhou H","Behav Brain Res","2017","2017/01/18","","","10.1016/j.bbr.2017.01.023"
"18817733","Deletion of Mecp2 in Sim1-expressing neurons reveals a critical role for MeCP2 in feeding behavior, aggression, and the response to stress","Fyffe SL, Neul JL, Samaco RC, Chao HT, Ben-Shachar S, Moretti P, McGill BE, Goulding EH, Sullivan E, Tecott LH, Zoghbi HY.","Neuron. 2008 Sep 25;59(6):947-58. doi: 10.1016/j.neuron.2008.07.030.","Fyffe SL","Neuron","2008","2008/09/27","PMC2597031","HHMIMS70973","10.1016/j.neuron.2008.07.030"
"21316312","Autonomic dysfunction with mutations in the gene that encodes methyl-CpG-binding protein 2: insights into Rett syndrome","Lioy DT, Wu WW, Bissonnette JM.","Auton Neurosci. 2011 Apr 26;161(1-2):55-62. doi: 10.1016/j.autneu.2011.01.006. Epub 2011 Feb 12.","Lioy DT","Auton Neurosci","2011","2011/02/15","","","10.1016/j.autneu.2011.01.006"
"22119903","Rett syndrome mutation MeCP2 T158A disrupts DNA binding, protein stability and ERP responses","Goffin D, Allen M, Zhang L, Amorim M, Wang IT, Reyes AR, Mercado-Berton A, Ong C, Cohen S, Hu L, Blendy JA, Carlson GC, Siegel SJ, Greenberg ME, Zhou Z.","Nat Neurosci. 2011 Nov 27;15(2):274-83. doi: 10.1038/nn.2997.","Goffin D","Nat Neurosci","2011","2011/11/29","PMC3267879","NIHMS336731","10.1038/nn.2997"
"20093853","MeCP2 deficiency downregulates specific nuclear proteins that could be partially recovered by valproic acid in vitro","Vecsler M, Simon AJ, Amariglio N, Rechavi G, Gak E.","Epigenetics. 2010 Jan 1;5(1):61-7. doi: 10.4161/epi.5.1.10630. Epub 2010 Jan 13.","Vecsler M","Epigenetics","2010","2010/01/23","","","10.4161/epi.5.1.10630"
"30312858","Deletion of TLR-4 attenuates fetal alcohol exposure-induced gene expression and social interaction deficits","Shukla PK, Meena AS, Rao R, Rao R.","Alcohol. 2018 Dec;73:73-78. doi: 10.1016/j.alcohol.2018.04.004. Epub 2018 Apr 18.","Shukla PK","Alcohol","2018","2018/10/13","PMC6193854","NIHMS961377","10.1016/j.alcohol.2018.04.004"
"31467993","A 2x folic acid treatment affects epigenetics and dendritic spine densities in SHSY5Y cells","Al Sayed R, Smith W, Rogers N, Smith N, Clark D, Castillo G, McLeod H, Glenister S, Shorter KR.","Biochem Biophys Rep. 2019 Aug 17;20:100681. doi: 10.1016/j.bbrep.2019.100681. eCollection 2019 Dec.","Al Sayed R","Biochem Biophys Rep","2019","2019/08/31","PMC6711848","","10.1016/j.bbrep.2019.100681"
"22670143","Adult Phenotypes in Angelman- and Rett-Like Syndromes","Willemsen MH, Rensen JH, van Schrojenstein-Lantman de Valk HM, Hamel BC, Kleefstra T.","Mol Syndromol. 2012 Apr;2(3-5):217-234. doi: 10.1159/000335661. Epub 2012 Jan 13.","Willemsen MH","Mol Syndromol","2012","2012/06/07","PMC3366698","","10.1159/000335661"
"27604541","FMRP Expression Levels in Mouse Central Nervous System Neurons Determine Behavioral Phenotype","Arsenault J, Gholizadeh S, Niibori Y, Pacey LK, Halder SK, Koxhioni E, Konno A, Hirai H, Hampson DR.","Hum Gene Ther. 2016 Dec;27(12):982-996. doi: 10.1089/hum.2016.090. Epub 2016 Sep 7.","Arsenault J","Hum Gene Ther","2016","2016/09/09","PMC5178026","","10.1089/hum.2016.090"
"18687363","Environmental enrichment alters locomotor behaviour and ventricular volume in Mecp2 1lox mice","Nag N, Moriuchi JM, Peitzman CG, Ward BC, Kolodny NH, Berger-Sweeney JE.","Behav Brain Res. 2009 Jan 3;196(1):44-8. doi: 10.1016/j.bbr.2008.07.008. Epub 2008 Jul 18.","Nag N","Behav Brain Res","2009","2008/08/09","","","10.1016/j.bbr.2008.07.008"
"24348750","InterRett, a model for international data collection in a rare genetic disorder","Louise S, Fyfe S, Bebbington A, Bahi-Buisson N, Anderson A, Pineda M, Percy A, Ben Zeev B, Wu XR, Bao X, Mac Leod P, Armstrong J, Leonard H.","Res Autism Spectr Disord. 2009 Jul;3(3):10.1016/j.rasd.2008.12.004. doi: 10.1016/j.rasd.2008.12.004.","Louise S","Res Autism Spectr Disord","2009","2013/12/19","PMC3858578","NIHMS119691","10.1016/j.rasd.2008.12.004"
"27328325","Manipulations of MeCP2 in glutamatergic neurons highlight their contributions to Rett and other neurological disorders","Meng X, Wang W, Lu H, He LJ, Chen W, Chao ES, Fiorotto ML, Tang B, Herrera JA, Seymour ML, Neul JL, Pereira FA, Tang J, Xue M, Zoghbi HY.","Elife. 2016 Jun 21;5:e14199. doi: 10.7554/eLife.14199.","Meng X","Elife","2016","2016/06/22","PMC4946906","","10.7554/eLife.14199"
"20392956","Rett syndrome microglia damage dendrites and synapses by the elevated release of glutamate","Maezawa I, Jin LW.","J Neurosci. 2010 Apr 14;30(15):5346-56. doi: 10.1523/JNEUROSCI.5966-09.2010.","Maezawa I","J Neurosci","2010","2010/04/16","PMC5533099","NIHMS777257","10.1523/JNEUROSCI.5966-09.2010"
"12384770","Mutation analysis of the coding sequence of the MECP2 gene in infantile autism","Beyer KS, Blasi F, Bacchelli E, Klauck SM, Maestrini E, Poustka A; International Molecular Genetic Study of Autism Consortium (IMGSAC).","Hum Genet. 2002 Oct;111(4-5):305-9. doi: 10.1007/s00439-002-0786-3. Epub 2002 Aug 14.","Beyer KS","Hum Genet","2002","2002/10/18","","","10.1007/s00439-002-0786-3"
"21609470","Biogenic amines and their metabolites are differentially affected in the Mecp2-deficient mouse brain","Panayotis N, Ghata A, Villard L, Roux JC.","BMC Neurosci. 2011 May 24;12:47. doi: 10.1186/1471-2202-12-47.","Panayotis N","BMC Neurosci","2011","2011/05/26","PMC3112112","","10.1186/1471-2202-12-47"
"16629931","People with MECP2 mutation-positive Rett disorder who converse","Kerr AM, Archer HL, Evans JC, Prescott RJ, Gibbon F.","J Intellect Disabil Res. 2006 May;50(Pt 5):386-94. doi: 10.1111/j.1365-2788.2005.00786.x.","Kerr AM","J Intellect Disabil Res","2006","2006/04/25","","","10.1111/j.1365-2788.2005.00786.x"
"17171659","Sequence variants within exon 1 of MECP2 occur in females with mental retardation","Harvey CG, Menon SD, Stachowiak B, Noor A, Proctor A, Mensah AK, Mnatzakanian GN, Alfred SE, Guo R, Scherer SW, Kennedy JL, Roberts W, Srivastava AK, Minassian BA, Vincent JB.","Am J Med Genet B Neuropsychiatr Genet. 2007 Apr 5;144B(3):355-60. doi: 10.1002/ajmg.b.30425.","Harvey CG","Am J Med Genet B Neuropsychiatr Genet","2007","2006/12/16","","","10.1002/ajmg.b.30425"
"22194327","7,8-dihydroxyflavone exhibits therapeutic efficacy in a mouse model of Rett syndrome","Johnson RA, Lam M, Punzo AM, Li H, Lin BR, Ye K, Mitchell GS, Chang Q.","J Appl Physiol (1985). 2012 Mar;112(5):704-10. doi: 10.1152/japplphysiol.01361.2011. Epub 2011 Dec 22.","Johnson RA","J Appl Physiol (1985)","2012","2011/12/24","PMC3643819","","10.1152/japplphysiol.01361.2011"
"28535982","Altered gene expression in early postnatal monoamine oxidase A knockout mice","Chen K, Kardys A, Chen Y, Flink S, Tabakoff B, Shih JC.","Brain Res. 2017 Aug 15;1669:18-26. doi: 10.1016/j.brainres.2017.05.017. Epub 2017 May 20.","Chen K","Brain Res","2017","2017/05/25","PMC5531263","NIHMS882058","10.1016/j.brainres.2017.05.017"
"21716289","A role for glia in the progression of Rett's syndrome","Lioy DT, Garg SK, Monaghan CE, Raber J, Foust KD, Kaspar BK, Hirrlinger PG, Kirchhoff F, Bissonnette JM, Ballas N, Mandel G.","Nature. 2011 Jun 29;475(7357):497-500. doi: 10.1038/nature10214.","Lioy DT","Nature","2011","2011/07/01","PMC3268776","NIHMS351055","10.1038/nature10214"
"15689352","Homologous pairing of 15q11-13 imprinted domains in brain is developmentally regulated but deficient in Rett and autism samples","Thatcher KN, Peddada S, Yasui DH, Lasalle JM.","Hum Mol Genet. 2005 Mar 15;14(6):785-97. doi: 10.1093/hmg/ddi073. Epub 2005 Feb 2.","Thatcher KN","Hum Mol Genet","2005","2005/02/04","","","10.1093/hmg/ddi073"
"31379529","Molecular Systems Biology of Neurodevelopmental Disorders, Rett Syndrome as an Archetype","Faundez V, Wynne M, Crocker A, Tarquinio D.","Front Integr Neurosci. 2019 Jul 17;13:30. doi: 10.3389/fnint.2019.00030. eCollection 2019.","Faundez V","Front Integr Neurosci","2019","2019/08/06","PMC6650571","","10.3389/fnint.2019.00030"
"17464364","Dynamic changes in Histone H3 lysine 9 acetylation localization patterns during neuronal maturation require MeCP2","Thatcher KN, LaSalle JM.","Epigenetics. 2006 Jan-Mar;1(1):24-31. doi: 10.4161/epi.1.1.2339.","Thatcher KN","Epigenetics","2006","2007/04/28","PMC1857283","NIHMS14995","10.4161/epi.1.1.2339"
"14593168","Postnatal neurodevelopmental disorders: meeting at the synapse?","Zoghbi HY.","Science. 2003 Oct 31;302(5646):826-30. doi: 10.1126/science.1089071.","Zoghbi HY","Science","2003","2003/11/01","","","10.1126/science.1089071"
"20491871","Epilepsy in Rett syndrome---the experience of a National Rett Center","Nissenkorn A, Gak E, Vecsler M, Reznik H, Menascu S, Ben Zeev B.","Epilepsia. 2010 Jul;51(7):1252-8. doi: 10.1111/j.1528-1167.2010.02597.x. Epub 2010 May 13.","Nissenkorn A","Epilepsia","2010","2010/05/25","","","10.1111/j.1528-1167.2010.02597.x"
"33880059","Whole-Exome Sequencing for Identifying Genetic Causes of Intellectual Developmental Disorders","Guo YX, Ma HX, Zhang YX, Chen ZH, Zhai QX.","Int J Gen Med. 2021 Apr 13;14:1275-1282. doi: 10.2147/IJGM.S300775. eCollection 2021.","Guo YX","Int J Gen Med","2021","2021/04/21","PMC8053495","","10.2147/IJGM.S300775"
"28230711","Asperger syndrome and early-onset schizophrenia associated with a novel MECP2 deleterious missense variant","Curie A, Lesca G, Bussy G, Manificat S, Arnaud V, Gonzalez S, Revol O, Calender A, Gérard D, des Portes V.","Psychiatr Genet. 2017 Jun;27(3):105-109. doi: 10.1097/YPG.0000000000000165.","Curie A","Psychiatr Genet","2017","2017/02/24","","","10.1097/YPG.0000000000000165"
"25687563","Fetal DNA methylation of autism spectrum disorders candidate genes: association with spontaneous preterm birth","Behnia F, Parets SE, Kechichian T, Yin H, Dutta EH, Saade GR, Smith AK, Menon R.","Am J Obstet Gynecol. 2015 Apr;212(4):533.e1-9. doi: 10.1016/j.ajog.2015.02.011. Epub 2015 Feb 14.","Behnia F","Am J Obstet Gynecol","2015","2015/02/18","","","10.1016/j.ajog.2015.02.011"
"29074463","Disruption of AT-hook 1 domain in MeCP2 protein caused behavioral abnormality in mice","Xu M, Song P, Huang W, He R, He Y, Zhou X, Gu Y, Pan S, Hu Y.","Biochim Biophys Acta Mol Basis Dis. 2018 Feb;1864(2):347-358. doi: 10.1016/j.bbadis.2017.10.022. Epub 2017 Oct 24.","Xu M","Biochim Biophys Acta Mol Basis Dis","2018","2017/10/28","","","10.1016/j.bbadis.2017.10.022"
"18042715","Integrated epigenomic analyses of neuronal MeCP2 reveal a role for long-range interaction with active genes","Yasui DH, Peddada S, Bieda MC, Vallero RO, Hogart A, Nagarajan RP, Thatcher KN, Farnham PJ, Lasalle JM.","Proc Natl Acad Sci U S A. 2007 Dec 4;104(49):19416-21. doi: 10.1073/pnas.0707442104. Epub 2007 Nov 27.","Yasui DH","Proc Natl Acad Sci U S A","2007","2007/11/29","PMC2148304","","10.1073/pnas.0707442104"
"11055898","Diagnostic testing for Rett syndrome by DHPLC and direct sequencing analysis of the MECP2 gene: identification of several novel mutations and polymorphisms","Buyse IM, Fang P, Hoon KT, Amir RE, Zoghbi HY, Roa BB.","Am J Hum Genet. 2000 Dec;67(6):1428-36. doi: 10.1086/316913. Epub 2000 Oct 30.","Buyse IM","Am J Hum Genet","2000","2000/10/31","PMC1287920","","10.1086/316913"
"27786169","Therapeutic Potential of Transcranial Focused Ultrasound for Rett Syndrome","Tsai SJ.","Med Sci Monit. 2016 Oct 27;22:4026-4029. doi: 10.12659/msm.898041.","Tsai SJ","Med Sci Monit","2016","2016/10/28","PMC5087669","","10.12659/msm.898041"
"31535341","Variant Profile of MECP2 Gene in Sri Lankan Patients with Rett Syndrome","Hettiarachchi D, Neththikumara NF, Pathirana BAPS, Dissanayake VHW.","J Autism Dev Disord. 2020 Jan;50(1):118-126. doi: 10.1007/s10803-019-04230-7.","Hettiarachchi D","J Autism Dev Disord","2020","2019/09/20","","","10.1007/s10803-019-04230-7"
"21840925","15q11.2-13.3 chromatin analysis reveals epigenetic regulation of CHRNA7 with deficiencies in Rett and autism brain","Yasui DH, Scoles HA, Horike S, Meguro-Horike M, Dunaway KW, Schroeder DI, Lasalle JM.","Hum Mol Genet. 2011 Nov 15;20(22):4311-23. doi: 10.1093/hmg/ddr357. Epub 2011 Aug 12.","Yasui DH","Hum Mol Genet","2011","2011/08/16","PMC3196884","","10.1093/hmg/ddr357"
"22009741","The chromatin-binding protein HMGN1 regulates the expression of methyl CpG-binding protein 2 (MECP2) and affects the behavior of mice","Abuhatzira L, Shamir A, Schones DE, Schäffer AA, Bustin M.","J Biol Chem. 2011 Dec 9;286(49):42051-42062. doi: 10.1074/jbc.M111.300541. Epub 2011 Oct 17.","Abuhatzira L","J Biol Chem","2011","2011/10/20","PMC3234940","","10.1074/jbc.M111.300541"
"18321864","A partial loss of function allele of methyl-CpG-binding protein 2 predicts a human neurodevelopmental syndrome","Samaco RC, Fryer JD, Ren J, Fyffe S, Chao HT, Sun Y, Greer JJ, Zoghbi HY, Neul JL.","Hum Mol Genet. 2008 Jun 15;17(12):1718-27. doi: 10.1093/hmg/ddn062. Epub 2008 Mar 4.","Samaco RC","Hum Mol Genet","2008","2008/03/07","PMC2666042","NIHMS101142","10.1093/hmg/ddn062"
"19138667","Altered expression of Autism-associated genes in the brain of Fragile X mouse model","Zhang A, Shen CH, Ma SY, Ke Y, El Idrissi A.","Biochem Biophys Res Commun. 2009 Feb 20;379(4):920-3. doi: 10.1016/j.bbrc.2008.12.172. Epub 2009 Jan 10.","Zhang A","Biochem Biophys Res Commun","2009","2009/01/14","","","10.1016/j.bbrc.2008.12.172"
"29286317","Motor, Somatosensory, Viscerosensory and Metabolic Impairments in a Heterozygous Female Rat Model of Rett Syndrome","Bhattacherjee A, Winter MK, Eggimann LS, Mu Y, Gunewardena S, Liao Z, Christianson JA, Smith PG.","Int J Mol Sci. 2017 Dec 29;19(1):97. doi: 10.3390/ijms19010097.","Bhattacherjee A","Int J Mol Sci","2017","2017/12/30","PMC5796047","","10.3390/ijms19010097"
"29271092","Genetic testing including targeted gene panel in a diverse clinical population of children with autism spectrum disorder: Findings and implications","Kalsner L, Twachtman-Bassett J, Tokarski K, Stanley C, Dumont-Mathieu T, Cotney J, Chamberlain S.","Mol Genet Genomic Med. 2018 Mar;6(2):171-185. doi: 10.1002/mgg3.354. Epub 2017 Dec 21.","Kalsner L","Mol Genet Genomic Med","2018","2017/12/23","PMC5902398","","10.1002/mgg3.354"
"30341178","FABP3 in the Anterior Cingulate Cortex Modulates the Methylation Status of the Glutamic Acid Decarboxylase(67) Promoter Region","Yamamoto Y, Kida H, Kagawa Y, Yasumoto Y, Miyazaki H, Islam A, Ogata M, Yanagawa Y, Mitsushima D, Fukunaga K, Owada Y.","J Neurosci. 2018 Dec 5;38(49):10411-10423. doi: 10.1523/JNEUROSCI.1285-18.2018. Epub 2018 Oct 19.","Yamamoto Y","J Neurosci","2018","2018/10/21","PMC6596254","","10.1523/JNEUROSCI.1285-18.2018"
"19096215","Characterization of 11p14-p12 deletion in WAGR syndrome by array CGH for identifying genes contributing to mental retardation and autism","Xu S, Han JC, Morales A, Menzie CM, Williams K, Fan YS.","Cytogenet Genome Res. 2008;122(2):181-7. doi: 10.1159/000172086. Epub 2008 Dec 18.","Xu S","Cytogenet Genome Res","2008","2008/12/20","","","10.1159/000172086"
"27180140","Chromosome Xq28 duplication encompassing MECP2: Clinical and molecular analysis of 16 new patients from 10 families in China","Yi Z, Pan H, Li L, Wu H, Wang S, Ma Y, Qi Y.","Eur J Med Genet. 2016 Jun;59(6-7):347-53. doi: 10.1016/j.ejmg.2016.05.004. Epub 2016 May 11.","Yi Z","Eur J Med Genet","2016","2016/05/16","","","10.1016/j.ejmg.2016.05.004"
"15736081","[Movement disorders in Rett syndrome]","Temudo T.","Rev Neurol. 2005 Jan 15;40 Suppl 1:S167-71.","Temudo T","Rev Neurol","2005","2005/03/01","","",""
"19741133","Intact long-term potentiation but reduced connectivity between neocortical layer 5 pyramidal neurons in a mouse model of Rett syndrome","Dani VS, Nelson SB.","J Neurosci. 2009 Sep 9;29(36):11263-70. doi: 10.1523/JNEUROSCI.1019-09.2009.","Dani VS","J Neurosci","2009","2009/09/11","PMC2765053","NIHMS148290","10.1523/JNEUROSCI.1019-09.2009"
"21385260","Social impairments in Rett syndrome: characteristics and relationship with clinical severity","Kaufmann WE, Tierney E, Rohde CA, Suarez-Pedraza MC, Clarke MA, Salorio CF, Bibat G, Bukelis I, Naram D, Lanham DC, Naidu S.","J Intellect Disabil Res. 2012 Mar;56(3):233-47. doi: 10.1111/j.1365-2788.2011.01404.x. Epub 2011 Mar 8.","Kaufmann WE","J Intellect Disabil Res","2012","2011/03/10","","","10.1111/j.1365-2788.2011.01404.x"
"30672130","Synaptic Formation, Neural Circuits and Neurodevelopmental Disorders Controlled by Signaling, Translation, and Epigenetic Regulation","Hsueh YP.","Dev Neurobiol. 2019 Jan;79(1):2-7. doi: 10.1002/dneu.22655.","Hsueh YP","Dev Neurobiol","2019","2019/01/24","","","10.1002/dneu.22655"
"24458799","MECP2 duplication: possible cause of severe phenotype in females","Scott Schwoerer J, Laffin J, Haun J, Raca G, Friez MJ, Giampietro PF.","Am J Med Genet A. 2014 Apr;164A(4):1029-34. doi: 10.1002/ajmg.a.36380. Epub 2014 Jan 23.","Scott Schwoerer J","Am J Med Genet A","2014","2014/01/25","","","10.1002/ajmg.a.36380"
"28673581","Environmental contributors to modulation of brain estrogen signaling and male gender bias in autism: A reply to the oral contraceptive use hypothesis by Strifert (2015)","Fluegge K.","Med Hypotheses. 2017 Jul;104:178-181. doi: 10.1016/j.mehy.2017.06.009. Epub 2017 Jun 21.","Fluegge K","Med Hypotheses","2017","2017/07/05","","","10.1016/j.mehy.2017.06.009"
"19921286","Novel variants identified in methyl-CpG-binding domain genes in autistic individuals","Cukier HN, Rabionet R, Konidari I, Rayner-Evans MY, Baltos ML, Wright HH, Abramson RK, Martin ER, Cuccaro ML, Pericak-Vance MA, Gilbert JR.","Neurogenetics. 2010 Jul;11(3):291-303. doi: 10.1007/s10048-009-0228-7. Epub 2009 Nov 18.","Cukier HN","Neurogenetics","2010","2009/11/19","PMC2941261","NIHMS227630","10.1007/s10048-009-0228-7"
"24723848","Reduced synaptic activity in neuronal networks derived from embryonic stem cells of murine Rett syndrome model","Barth L, Sütterlin R, Nenniger M, Vogt KE.","Front Cell Neurosci. 2014 Mar 26;8:79. doi: 10.3389/fncel.2014.00079. eCollection 2014.","Barth L","Front Cell Neurosci","2014","2014/04/12","PMC3972477","","10.3389/fncel.2014.00079"
"28670439","Prenatal exposure to valproic acid increases miR-132 levels in the mouse embryonic brain","Hara Y, Ago Y, Takano E, Hasebe S, Nakazawa T, Hashimoto H, Matsuda T, Takuma K.","Mol Autism. 2017 Jun 28;8:33. doi: 10.1186/s13229-017-0149-5. eCollection 2017.","Hara Y","Mol Autism","2017","2017/07/04","PMC5490164","","10.1186/s13229-017-0149-5"
"24472844","MeCP2 is required for activity-dependent refinement of olfactory circuits","Degano AL, Park MJ, Penati J, Li Q, Ronnett GV.","Mol Cell Neurosci. 2014 Mar;59:63-75. doi: 10.1016/j.mcn.2014.01.005. Epub 2014 Jan 25.","Degano AL","Mol Cell Neurosci","2014","2014/01/30","PMC4008654","NIHMS567938","10.1016/j.mcn.2014.01.005"
"22815516","MeCP2 is critical for maintaining mature neuronal networks and global brain anatomy during late stages of postnatal brain development and in the mature adult brain","Nguyen MV, Du F, Felice CA, Shan X, Nigam A, Mandel G, Robinson JK, Ballas N.","J Neurosci. 2012 Jul 18;32(29):10021-34. doi: 10.1523/JNEUROSCI.1316-12.2012.","Nguyen MV","J Neurosci","2012","2012/07/21","PMC3461266","NIHMS395463","10.1523/JNEUROSCI.1316-12.2012"
"26949739","Identification of Human Neuronal Protein Complexes Reveals Biochemical Activities and Convergent Mechanisms of Action in Autism Spectrum Disorders","Li J, Ma Z, Shi M, Malty RH, Aoki H, Minic Z, Phanse S, Jin K, Wall DP, Zhang Z, Urban AE, Hallmayer J, Babu M, Snyder M.","Cell Syst. 2015 Nov 25;1(5):361-374. doi: 10.1016/j.cels.2015.11.002.","Li J","Cell Syst","2015","2016/03/08","PMC4776331","NIHMS737010","10.1016/j.cels.2015.11.002"
"17108082","Enhanced anxiety and stress-induced corticosterone release are associated with increased Crh expression in a mouse model of Rett syndrome","McGill BE, Bundle SF, Yaylaoglu MB, Carson JP, Thaller C, Zoghbi HY.","Proc Natl Acad Sci U S A. 2006 Nov 28;103(48):18267-72. doi: 10.1073/pnas.0608702103. Epub 2006 Nov 15.","McGill BE","Proc Natl Acad Sci U S A","2006","2006/11/17","PMC1636379","","10.1073/pnas.0608702103"
"15900222","Genetic linkage analysis of the X chromosome in autism, with emphasis on the fragile X region","Vincent JB, Melmer G, Bolton PF, Hodgkinson S, Holmes D, Curtis D, Gurling HM.","Psychiatr Genet. 2005 Jun;15(2):83-90. doi: 10.1097/00041444-200506000-00004.","Vincent JB","Psychiatr Genet","2005","2005/05/19","","","10.1097/00041444-200506000-00004"
"24511209","Subclinical inflammatory status in Rett syndrome","Cortelazzo A, De Felice C, Guerranti R, Signorini C, Leoncini S, Pecorelli A, Zollo G, Landi C, Valacchi G, Ciccoli L, Bini L, Hayek J.","Mediators Inflamm. 2014;2014:480980. doi: 10.1155/2014/480980. Epub 2014 Jan 6.","Cortelazzo A","Mediators Inflamm","2014","2014/02/11","PMC3913335","","10.1155/2014/480980"
